drain TotalCurrent(IdVgdg_n71_des) X,drain TotalCurrent(IdVgdg_n71_des) Y,drain TotalCurrent(IdVgdg_n72_des) X,drain TotalCurrent(IdVgdg_n72_des) Y,drain TotalCurrent(IdVgdg_n73_des) X,drain TotalCurrent(IdVgdg_n73_des) Y,drain TotalCurrent(IdVgdg_n74_des) X,drain TotalCurrent(IdVgdg_n74_des) Y,drain TotalCurrent(IdVgdg_n75_des) X,drain TotalCurrent(IdVgdg_n75_des) Y,drain TotalCurrent(IdVgdg_n76_des) X,drain TotalCurrent(IdVgdg_n76_des) Y,drain TotalCurrent(IdVgdg_n77_des) X,drain TotalCurrent(IdVgdg_n77_des) Y,drain TotalCurrent(IdVgdg_n78_des) X,drain TotalCurrent(IdVgdg_n78_des) Y,drain TotalCurrent(IdVgdg_n79_des) X,drain TotalCurrent(IdVgdg_n79_des) Y,drain TotalCurrent(IdVgdg_n80_des) X,drain TotalCurrent(IdVgdg_n80_des) Y,drain TotalCurrent(IdVgdg_n81_des) X,drain TotalCurrent(IdVgdg_n81_des) Y,drain TotalCurrent(IdVgdg_n82_des) X,drain TotalCurrent(IdVgdg_n82_des) Y,drain TotalCurrent(IdVgdg_n83_des) X,drain TotalCurrent(IdVgdg_n83_des) Y,drain TotalCurrent(IdVgdg_n84_des) X,drain TotalCurrent(IdVgdg_n84_des) Y,drain TotalCurrent(IdVgdg_n85_des) X,drain TotalCurrent(IdVgdg_n85_des) Y,drain TotalCurrent(IdVgdg_n86_des) X,drain TotalCurrent(IdVgdg_n86_des) Y,drain TotalCurrent(IdVgdg_n87_des) X,drain TotalCurrent(IdVgdg_n87_des) Y,drain TotalCurrent(IdVgdg_n88_des) X,drain TotalCurrent(IdVgdg_n88_des) Y,drain TotalCurrent(IdVgdg_n89_des) X,drain TotalCurrent(IdVgdg_n89_des) Y,drain TotalCurrent(IdVgdg_n90_des) X,drain TotalCurrent(IdVgdg_n90_des) Y,drain TotalCurrent(IdVgdg_n91_des) X,drain TotalCurrent(IdVgdg_n91_des) Y,drain TotalCurrent(IdVgdg_n92_des) X,drain TotalCurrent(IdVgdg_n92_des) Y,drain TotalCurrent(IdVgdg_n93_des) X,drain TotalCurrent(IdVgdg_n93_des) Y,drain TotalCurrent(IdVgdg_n94_des) X,drain TotalCurrent(IdVgdg_n94_des) Y,drain TotalCurrent(IdVgdg_n95_des) X,drain TotalCurrent(IdVgdg_n95_des) Y,drain TotalCurrent(IdVgdg_n96_des) X,drain TotalCurrent(IdVgdg_n96_des) Y,drain TotalCurrent(IdVgdg_n97_des) X,drain TotalCurrent(IdVgdg_n97_des) Y
0.63333333,4.3654514e-07,0.63333333,1.9173572e-06,0.63333333,3.3079411e-06,0.63333333,5.1591451e-06,0.63333333,6.3750269e-06,0.63333333,7.2298328e-06,0.63333333,7.824924e-06,0.63333333,8.2489803e-06,0.63333333,8.5536826e-06,0.63333333,8.7621556e-06,0.63333333,8.8930761e-06,0.63333333,8.9640395e-06,0.63333333,8.9944408e-06,0.63333333,9.0064235e-06,0.63333333,9.0125812e-06,0.63333333,9.0168186e-06,0.63333333,9.0198697e-06,0.63333333,9.0233587e-06,0.63333333,9.0246995e-06,0.63333333,9.0265587e-06,0.63333333,9.0287477e-06,0.63333333,9.0302172e-06,0.63333333,9.0315635e-06,0.63333333,9.0328056e-06,0.63333333,9.0339586e-06,0.63333333,9.0350343e-06,0.63333333,9.0360425e-06
0.69166667,6.3210504e-07,0.69166667,2.8240987e-06,0.69166667,4.9466815e-06,0.69166667,7.8890398e-06,0.69166667,9.83639e-06,0.69166667,1.124638e-05,0.69166667,1.2278832e-05,0.69166667,1.3032157e-05,0.69166667,1.359231e-05,0.69166667,1.4008883e-05,0.69166667,1.4307396e-05,0.69166667,1.4508626e-05,0.69166667,1.4630781e-05,0.69166667,1.469229e-05,0.69166667,1.4720188e-05,0.69166667,1.4733778e-05,0.69166667,1.4742156e-05,0.69166667,1.4748484e-05,0.69166667,1.4754329e-05,0.69166667,1.4758174e-05,0.69166667,1.4763503e-05,0.69166667,1.4765355e-05,0.69166667,1.4769803e-05,0.69166667,1.4772486e-05,0.69166667,1.4774968e-05,0.69166667,1.4777276e-05,0.69166667,1.4779433e-05
0.75,8.5743312e-07,0.75,3.9068487e-06,0.75,6.9668441e-06,0.75,1.1346697e-05,0.75,1.438833e-05,0.75,1.6614589e-05,0.75,1.8306806e-05,0.75,1.9584907e-05,0.75,2.0550237e-05,0.75,2.1285546e-05,0.75,2.1845828e-05,0.75,2.2261578e-05,0.75,2.2557602e-05,0.75,2.275072e-05,0.75,2.2862066e-05,0.75,2.2919988e-05,0.75,2.2949414e-05,0.75,2.2966346e-05,0.75,2.2978332e-05,0.75,2.2988135e-05,0.75,2.2995816e-05,0.75,2.3003756e-05,0.75,2.3009714e-05,0.75,2.301533e-05,0.75,2.3023761e-05,0.75,2.302836e-05,0.75,2.3032645e-05
0.80833333,1.0937786e-06,0.80833333,5.0735047e-06,0.80833333,9.2203077e-06,0.80833333,1.5354161e-05,0.80833333,1.9722252e-05,0.80833333,2.3073225e-05,0.80833333,2.5676919e-05,0.80833333,2.7716896e-05,0.80833333,2.9303231e-05,0.80833333,3.053282e-05,0.80833333,3.1487383e-05,0.80833333,3.2227761e-05,0.80833333,3.2791291e-05,0.80833333,3.320908e-05,0.80833333,3.3500387e-05,0.80833333,3.3685404e-05,0.80833333,3.3793427e-05,0.80833333,3.3853221e-05,0.80833333,3.3887922e-05,0.80833333,3.3909636e-05,0.80833333,3.3927519e-05,0.80833333,3.3941631e-05,0.80833333,3.3954014e-05,0.80833333,3.3965618e-05,0.80833333,3.3975143e-05,0.80833333,3.398405e-05,0.80833333,3.3998105e-05
0.86666667,1.3294958e-06,0.86666667,6.253704e-06,0.86666667,1.1555865e-05,0.86666667,1.9703921e-05,0.86666667,2.5588592e-05,0.86666667,3.0203077e-05,0.86666667,3.3947543e-05,0.86666667,3.6978691e-05,0.86666667,3.9417064e-05,0.86666667,4.1365598e-05,0.86666667,4.2911145e-05,0.86666667,4.4133745e-05,0.86666667,4.5097524e-05,0.86666667,4.5843153e-05,0.86666667,4.6415819e-05,0.86666667,4.683989e-05,0.86666667,4.7127201e-05,0.86666667,4.7308648e-05,0.86666667,4.7419011e-05,0.86666667,4.7484699e-05,0.86666667,4.7526372e-05,0.86666667,4.7556387e-05,0.86666667,4.7581257e-05,0.86666667,4.7602795e-05,0.86666667,4.7621269e-05,0.86666667,4.7639281e-05,0.86666667,4.7652699e-05
0.925,1.5596809e-06,0.925,7.413256e-06,0.925,1.388049e-05,0.925,2.4207826e-05,0.925,3.1813101e-05,0.925,3.777754e-05,0.925,4.2734654e-05,0.925,4.690081e-05,0.925,5.0377462e-05,0.925,5.3246068e-05,0.925,5.5597956e-05,0.925,5.7507148e-05,0.925,5.9043823e-05,0.925,6.0279679e-05,0.925,6.1251306e-05,0.925,6.2016486e-05,0.925,6.2611031e-05,0.925,6.3037893e-05,0.925,6.3321876e-05,0.925,6.3511027e-05,0.925,6.3621823e-05,0.925,6.3697951e-05,0.925,6.374957e-05,0.925,6.3789494e-05,0.925,6.3823494e-05,0.925,6.3856018e-05,0.925,6.3881488e-05
0.98333333,1.7828939e-06,0.98333333,8.5400989e-06,0.98333333,1.6152719e-05,0.98333333,2.8724918e-05,0.98333333,3.8251959e-05,0.98333333,4.568913e-05,0.98333333,5.1882956e-05,0.98333333,5.7209133e-05,0.98333333,6.1797346e-05,0.98333333,6.5716065e-05,0.98333333,6.9026558e-05,0.98333333,7.1802941e-05,0.98333333,7.4111283e-05,0.98333333,7.6000315e-05,0.98333333,7.7557493e-05,0.98333333,7.8805532e-05,0.98333333,7.9798801e-05,0.98333333,8.0613745e-05,0.98333333,8.1212704e-05,0.98333333,8.1642627e-05,0.98333333,8.1941942e-05,0.98333333,8.2120287e-05,0.98333333,8.2243053e-05,0.98333333,8.2330968e-05,0.98333333,8.2397732e-05,0.98333333,8.2449659e-05,0.98333333,8.2494739e-05
1.0416667,1.9990467e-06,1.0416667,9.6318073e-06,1.0416667,1.8359173e-05,1.0416667,3.3172177e-05,1.0416667,4.4766201e-05,1.0416667,5.3853532e-05,1.0416667,6.1343206e-05,1.0416667,6.7822964e-05,1.0416667,7.351688e-05,1.0416667,7.8510287e-05,1.0416667,8.2856347e-05,1.0416667,8.6600605e-05,1.0416667,8.9803495e-05,1.0416667,9.2530661e-05,1.0416667,9.4799478e-05,1.0416667,9.6711344e-05,1.0416667,9.8293362e-05,1.0416667,9.9547927e-05,1.0416667,0.00010063686,1.0416667,0.00010143558,1.0416667,0.00010206873,1.0416667,0.00010251605,1.0416667,0.0001027861,1.0416667,0.00010298068,1.0416667,0.00010311637,1.0416667,0.00010322124,1.0416667,0.00010330406
1.1,2.2085903e-06,1.1,1.0689937e-05,1.1,2.0498925e-05,1.1,3.7513709e-05,1.1,5.1241981e-05,1.1,6.2165406e-05,1.1,7.1077341e-05,1.1,7.8731758e-05,1.1,8.5511686e-05,1.1,9.1559112e-05,1.1,9.6935144e-05,1.1,0.00010168568,1.1,0.00010584454,1.1,0.00010946328,1.1,0.00011261338,1.1,0.00011527607,1.1,0.00011755751,1.1,0.00011953053,1.1,0.00012107493,1.1,0.000122403,1.1,0.00012351638,1.1,0.00012439964,1.1,0.00012504994,1.1,0.0001254379,1.1,0.00012573096,1.1,0.00012593622,1.1,0.00012609104
1.1583333,2.4120679e-06,1.1583333,1.1716943e-05,1.1583333,2.2575625e-05,1.1583333,4.1739051e-05,1.1583333,5.7610006e-05,1.1583333,7.0503298e-05,1.1583333,8.1016398e-05,1.1583333,8.9924461e-05,1.1583333,9.7793367e-05,1.1583333,0.00010487028,1.1583333,0.00011125133,1.1583333,0.00011698553,1.1583333,0.0001221107,1.1583333,0.00012666376,1.1583333,0.00013068048,1.1583333,0.00013422924,1.1583333,0.0001373044,1.1583333,0.00013995748,1.1583333,0.00014231804,1.1583333,0.00014422384,1.1583333,0.00014583049,1.1583333,0.0001472844,1.1583333,0.00014864435,1.1583333,0.00014937174,1.1583333,0.00014991035,1.1583333,0.00015033151,1.1583333,0.0001506262
1.2166667,2.6100351e-06,1.2166667,1.2715585e-05,1.2166667,2.4594147e-05,1.2166667,4.5849914e-05,1.2166667,6.3839843e-05,1.2166667,7.8768754e-05,1.2166667,9.1056065e-05,1.2166667,0.00010136123,1.2166667,0.00011036498,1.2166667,0.0001184657,1.2166667,0.0001258285,1.2166667,0.00013252162,1.2166667,0.00013858973,1.2166667,0.00014406027,1.2166667,0.00014898602,1.2166667,0.00015337112,1.2166667,0.00015730416,1.2166667,0.00016079215,1.2166667,0.00016380752,1.2166667,0.00016655109,1.2166667,0.00016886834,1.2166667,0.00017077877,1.2166667,0.00017260062,1.2166667,0.00017436825,1.2166667,0.00017532577,1.2166667,0.00017605673,1.2166667,0.00017664251
1.275,2.8030146e-06,1.275,1.3688506e-05,1.275,2.6559652e-05,1.275,4.9852823e-05,1.275,6.9922434e-05,1.275,8.6903669e-05,1.275,0.00010108401,1.275,0.00011296352,1.275,0.00012320556,1.275,0.00013235682,1.275,0.00014069101,1.275,0.00014832513,1.275,0.00015530977,1.275,0.00016168833,1.275,0.00016747761,1.275,0.00017275696,1.275,0.00017748483,1.275,0.00018177871,1.275,0.00018567497,1.275,0.00018903531,1.275,0.00019217343,1.275,0.00019491634,1.275,0.000197158,1.275,0.00019913062,1.275,0.00020157936,1.275,0.00020276327,1.275,0.00020375739
1.3333333,2.9914454e-06,1.3333333,1.4638028e-05,1.3333333,2.8476827e-05,1.3333333,5.3755669e-05,1.3333333,7.5860759e-05,1.3333333,9.4881469e-05,1.3333333,0.00011101599,1.3333333,0.00012462499,1.3333333,0.00013625972,1.3333333,0.00014653276,1.3333333,0.00015585503,1.3333333,0.00016441734,1.3333333,0.00017230627,1.3333333,0.00017956327,1.3333333,0.00018623227,1.3333333,0.00019231605,1.3333333,0.00019792971,1.3333333,0.00020298229,1.3333333,0.00020760621,1.3333333,0.00021190995,1.3333333,0.00021558763,1.3333333,0.00021912679,1.3333333,0.00022219716,1.3333333,0.00022489881,1.3333333,0.00022718463,1.3333333,0.00023012539,1.3333333,0.000231613
1.3916667,3.1757155e-06,1.3916667,1.5566138e-05,1.3916667,3.0349811e-05,1.3916667,5.7566059e-05,1.3916667,8.1661083e-05,1.3916667,0.00010269402,1.3916667,0.00012080258,1.3916667,0.00013624417,1.3916667,0.00014943896,1.3916667,0.00016095528,1.3916667,0.00017131525,1.3916667,0.00018081642,1.3916667,0.0001895979,1.3916667,0.0001977267,1.3916667,0.00020524008,1.3916667,0.00021218605,1.3916667,0.00021853669,1.3916667,0.00022446622,1.3916667,0.00022982696,1.3916667,0.00023474565,1.3916667,0.0002393859,1.3916667,0.00024343727,1.3916667,0.00024728295,1.3916667,0.00025073865,1.3916667,0.00025395452,1.3916667,0.0002565555,1.3916667,0.00025996126
1.45,3.3561979e-06,1.45,1.6474747e-05,1.45,3.2182472e-05,1.45,6.12917e-05,1.45,8.7331883e-05,1.45,0.00011034256,1.45,0.00013041981,1.45,0.0001477487,1.45,0.00016263919,1.45,0.00017555505,1.45,0.00018704372,1.45,0.00019752056,1.45,0.00020720092,1.45,0.00021619187,1.45,0.00022454832,1.45,0.00023230373,1.45,0.00023951489,1.45,0.00024610913,1.45,0.00025230938,1.45,0.00025799315,1.45,0.00026319143,1.45,0.000268114,1.45,0.00027256355,1.45,0.0002766316,1.45,0.00028054139,1.45,0.0002842549,1.45,0.00028713544
1.5083333,3.5331296e-06,1.5083333,1.7365252e-05,1.5083333,3.3977956e-05,1.5083333,6.4939195e-05,1.5083333,9.2882575e-05,1.5083333,0.00011783358,1.5083333,0.00013986033,1.5083333,0.0001590964,1.5083333,0.00017577062,1.5083333,0.00019023836,1.5083333,0.00020298701,1.5083333,0.00021450755,1.5083333,0.00022511588,1.5083333,0.00023497268,1.5083333,0.00024416357,1.5083333,0.00025273921,1.5083333,0.00026072267,1.5083333,0.00026818838,1.5083333,0.00027500399,1.5083333,0.00028145516,1.5083333,0.00028745769,1.5083333,0.00029291874,1.5083333,0.00029808296,1.5083333,0.00030295371,1.5083333,0.00030723658,1.5083333,0.00031157869,1.5083333,0.00031570789
1.5666667,3.7067626e-06,1.5666667,1.8238825e-05,1.5666667,3.5738686e-05,1.5666667,6.8513928e-05,1.5666667,9.8320774e-05,1.5666667,0.00012517488,1.5666667,0.00014912456,1.5666667,0.00017026724,1.5666667,0.00018877241,1.5666667,0.00020490829,1.5666667,0.00021906727,1.5666667,0.00023173541,1.5666667,0.00024332404,1.5666667,0.00025407023,1.5666667,0.00026409923,1.5666667,0.0002734851,1.5666667,0.00028226957,1.5666667,0.0002904665,1.5666667,0.00029816439,1.5666667,0.00030521075,1.5666667,0.00031188296,1.5666667,0.00031819629,1.5666667,0.00032391717,1.5666667,0.00032930234,1.5666667,0.00033452944,1.5666667,0.00033908208,1.5666667,0.00034383644
1.625,3.8773705e-06,1.625,1.9096849e-05,1.625,3.7467268e-05,1.625,7.202124e-05,1.625,0.00010365384,1.625,0.00013237442,1.625,0.00015821678,1.625,0.00018125272,1.625,0.00020160859,1.625,0.00021948698,1.625,0.00023519168,1.625,0.00024914101,1.625,0.00026179093,1.625,0.00027346909,1.625,0.00028435607,1.625,0.00029455235,1.625,0.00030412711,1.625,0.00031311151,1.625,0.00032151829,1.625,0.00032943173,1.625,0.00033672028,1.625,0.00034357132,1.625,0.00035013119,1.625,0.00035616435,1.625,0.00036175869,1.625,0.00036729605,1.625,0.00037214901
1.6833333,4.0451109e-06,1.6833333,1.9940336e-05,1.6833333,3.9166053e-05,1.6833333,7.5465792e-05,1.6833333,0.00010888955,1.6833333,0.000139441,1.6833333,0.00016714433,1.6833333,0.0001920524,1.6833333,0.00021426044,1.6833333,0.00023392244,1.6833333,0.00025127163,1.6833333,0.00026664255,1.6833333,0.00028046487,1.6833333,0.00029313888,1.6833333,0.00030491935,1.6833333,0.00031594857,1.6833333,0.0003263068,1.6833333,0.00033606454,1.6833333,0.0003452346,1.6833333,0.00035384821,1.6833333,0.00036196782,1.6833333,0.00036948998,1.6833333,0.00037652942,1.6833333,0.00038324782,1.6833333,0.00038964074,1.6833333,0.00039543826,1.6833333,0.00040122505
1.7416667,4.2100865e-06,1.7416667,2.076981e-05,1.7416667,4.0836438e-05,1.7416667,7.8851246e-05,1.7416667,0.00011403344,1.7416667,0.00014638273,1.7416667,0.00017591538,1.7416667,0.00020267087,1.7416667,0.00022672126,1.7416667,0.00024818444,1.7416667,0.00026724044,1.7416667,0.00028415059,1.7416667,0.00029927607,1.7416667,0.00031303561,1.7416667,0.00032576226,1.7416667,0.00033765455,1.7416667,0.00034882425,1.7416667,0.00035933806,1.7416667,0.00036927305,1.7416667,0.00037862748,1.7416667,0.00038743949,1.7416667,0.00039574376,1.7416667,0.00040349434,1.7416667,0.00041073836,1.7416667,0.00041757595,1.7416667,0.00042432523,1.7416667,0.00043033044
1.8,4.3724976e-06,1.8,2.1586088e-05,1.8,4.2479758e-05,1.8,8.2180839e-05,1.8,0.00011909024,1.8,0.00015320562,1.8,0.00018453695,1.8,0.00021311343,1.8,0.00023899007,1.8,0.00026225756,1.8,0.00028305537,1.8,0.00030158784,1.8,0.00031814352,1.8,0.00033310111,1.8,0.00034684629,1.8,0.00035964485,1.8,0.00037165395,1.8,0.00038295772,1.8,0.0003936243,1.8,0.00040373303,1.8,0.00041326631,1.8,0.0004222585,1.8,0.00043076088,1.8,0.00043871022,1.8,0.00044616345,1.8,0.00045313786,1.8,0.00046012962
1.8583333,4.5325474e-06,1.8583333,2.2390291e-05,1.8583333,4.409803e-05,1.8583333,8.5457888e-05,1.8583333,0.00012406565,1.8583333,0.00015991621,1.8583333,0.00019301597,1.8583333,0.00022338597,1.8583333,0.00025106838,1.8583333,0.00027613363,1.8583333,0.00029869026,1.8583333,0.00031889834,1.8583333,0.00033698557,1.8583333,0.00035326591,1.8583333,0.00036812131,1.8583333,0.00038188517,1.8583333,0.00039476983,1.8583333,0.00040689151,1.8583333,0.00041833186,1.8583333,0.00042914913,1.8583333,0.00043942287,1.8583333,0.00044913134,1.8583333,0.00045827781,1.8583333,0.00046694916,1.8583333,0.00047509212,1.8583333,0.00048277832,1.8583333,0.00048992219
1.9166667,4.6903289e-06,1.9166667,2.3183016e-05,1.9166667,4.5692944e-05,1.9166667,8.8685531e-05,1.9166667,0.0001289646,1.9166667,0.00016652203,1.9166667,0.00020136086,1.9166667,0.00023349649,1.9166667,0.00026296133,1.9166667,0.00028981044,1.9166667,0.00031412935,1.9166667,0.00033604409,1.9166667,0.00035573429,1.9166667,0.00037345121,1.9166667,0.00038953013,1.9166667,0.00040433647,1.9166667,0.00041814232,1.9166667,0.00043111727,1.9166667,0.00044334791,1.9166667,0.00045492648,1.9166667,0.00046588771,1.9166667,0.00047631929,1.9166667,0.00048617767,1.9166667,0.00049547948,1.9166667,0.00050432634,1.9166667,0.00051265325,1.9166667,0.00052056309
1.975,4.8458351e-06,1.975,2.3964352e-05,1.975,4.7265031e-05,1.975,9.1866187e-05,1.975,0.00013379012,1.975,0.00017302821,1.975,0.00020957908,1.975,0.00024345364,1.975,0.00027467663,1.975,0.00030329154,1.975,0.00032936642,1.975,0.00035300154,1.975,0.00037433995,1.975,0.00039358121,1.975,0.00041100058,1.975,0.00042694473,1.975,0.00044173933,1.975,0.00045560299,1.975,0.00046866532,1.975,0.00048100928,1.975,0.00049272961,1.975,0.00050381347,1.975,0.00051439648,1.975,0.0005243903,1.975,0.00053384856,1.975,0.00054286048,1.975,0.00055137414
2.0333333,4.9992151e-06,2.0333333,2.4734761e-05,2.0333333,4.8814859e-05,2.0333333,9.500167e-05,2.0333333,0.00013854529,2.0333333,0.00017943764,2.0333333,0.00021767506,2.0333333,0.0002532634,2.0333333,0.0002862212,2.0333333,0.00031658257,2.0333333,0.00034440192,2.0333333,0.0003697598,2.0333333,0.00039277122,2.0333333,0.00041359627,2.0333333,0.00043245629,2.0333333,0.00044964781,2.0333333,0.00046551085,2.0333333,0.00048032076,2.0333333,0.00049424367,2.0333333,0.0005074004,2.0333333,0.00051986295,2.0333333,0.0005317024,2.0333333,0.00054291188,2.0333333,0.00055362658,2.0333333,0.00056375555,2.0333333,0.00057337586,2.0333333,0.00058255062
2.0916667,5.1506768e-06,2.0916667,2.5495242e-05,2.0916667,5.0344001e-05,2.0916667,9.8094073e-05,2.0916667,0.00014323431,2.0916667,0.00018575501,2.0916667,0.00022565285,2.0916667,0.00026293001,2.0916667,0.00029759951,2.0916667,0.00032968758,2.0916667,0.00035923757,2.0916667,0.00038631436,2.0916667,0.00041101104,2.0916667,0.00043345712,2.0916667,0.00045383123,2.0916667,0.00047237552,2.0916667,0.00048940206,2.0916667,0.00050522427,2.0916667,0.0005200603,2.0916667,0.00053405206,2.0916667,0.00054731257,2.0916667,0.00055988348,2.0916667,0.00057183037,2.0916667,0.000583153,2.0916667,0.00059400299,2.0916667,0.00060426572,2.0916667,0.00061404583
2.15,5.3003093e-06,2.15,2.6246507e-05,2.15,5.1854174e-05,2.15,0.00010114593,2.15,0.00014786101,2.15,0.000191987,2.15,0.00023351949,2.15,0.00027245988,2.15,0.00030881684,2.15,0.00034261043,2.15,0.00037387492,2.15,0.00040266251,2.15,0.00042904859,2.15,0.00045313847,2.15,0.00047507715,2.15,0.00049506124,2.15,0.00051335452,2.15,0.00053026817,2.15,0.00054607521,2.15,0.00056094713,2.15,0.00057501871,2.15,0.00058838284,2.15,0.00060103463,2.15,0.00061309032,2.15,0.00062453343,2.15,0.00063549664,2.15,0.00064590595
2.2083333,5.448054e-06,2.2083333,2.6988489e-05,2.2083333,5.3345901e-05,2.2083333,0.00010415937,2.2083333,0.00015242757,2.2083333,0.00019813799,2.2083333,0.00024128256,2.2083333,0.00028186165,2.2083333,0.00031988161,2.2083333,0.00035535791,2.2083333,0.00038831776,2.2083333,0.00041880355,2.2083333,0.0004468765,2.2083333,0.00047262255,2.2083333,0.00049615968,2.2083333,0.00051764778,2.2083333,0.00053730241,2.2083333,0.00055540276,2.2083333,0.00057224423,2.2083333,0.00058805122,2.2083333,0.0006029739,2.2083333,0.00061713395,2.2083333,0.00063056473,2.2083333,0.00064330939,2.2083333,0.00065546364,2.2083333,0.00066701836,2.2083333,0.00067810498
2.2666667,5.5939547e-06,2.2666667,2.7721073e-05,2.2666667,5.481888e-05,2.2666667,0.00010713544,2.2666667,0.00015693553,2.2666667,0.00020420894,2.2666667,0.00024894549,2.2666667,0.00029114179,2.2666667,0.00033080232,2.2666667,0.00036793895,2.2666667,0.00040257374,2.2666667,0.00043474143,2.2666667,0.00046449236,2.2666667,0.00049189726,2.2666667,0.00051705333,2.2666667,0.00054009026,2.2666667,0.00056118365,2.2666667,0.00058056662,2.2666667,0.00059852543,2.2666667,0.00061532184,2.2666667,0.00063114755,2.2666667,0.00064613496,2.2666667,0.00066035237,2.2666667,0.00067384975,2.2666667,0.00068668165,2.2666667,0.00069893987,2.2666667,0.00071060822
2.325,5.7381333e-06,2.325,2.8444765e-05,2.325,5.6273624e-05,2.325,0.00011007478,2.325,0.00016138728,2.325,0.00021020134,2.325,0.00025650864,2.325,0.0003003023,2.325,0.00034158332,2.325,0.00038036021,2.325,0.00041665057,2.325,0.00045048288,2.325,0.00048189938,2.325,0.00051095882,2.325,0.00053774205,2.325,0.0005623565,2.325,0.00058494431,2.325,0.00060569688,2.325,0.00062486178,2.325,0.00064271973,2.325,0.00065949767,2.325,0.00067535811,2.325,0.00069039943,2.325,0.00070465876,2.325,0.00071822692,2.325,0.0007311529,2.325,0.00074350939
2.3833333,5.8808225e-06,2.3833333,2.916067e-05,2.3833333,5.7711856e-05,2.3833333,0.00011297912,2.3833333,0.00016578595,2.3833333,0.00021612003,2.3833333,0.000263975,2.3833333,0.00030934462,2.3833333,0.00035222612,2.3833333,0.00039262448,2.3833333,0.00043055265,2.3833333,0.0004660336,2.3833333,0.00049910235,2.3833333,0.00052980873,2.3833333,0.00055822019,2.3833333,0.0005844271,2.3833333,0.00060854651,2.3833333,0.00063073439,2.3833333,0.00065119636,2.3833333,0.00067019253,2.3833333,0.00068798297,2.3833333,0.00070476594,2.3833333,0.00072066058,2.3833333,0.00073572761,2.3833333,0.00075004871,2.3833333,0.0007636802,2.3833333,0.00077670643
2.4416667,6.0220997e-06,2.4416667,2.9869471e-05,2.4416667,5.9135409e-05,2.4416667,0.00011585121,2.4416667,0.00017013458,2.4416667,0.00022197096,2.4416667,0.0002713522,2.4416667,0.00031827459,2.4416667,0.00036273469,2.4416667,0.00040473426,2.4416667,0.00044428216,2.4416667,0.00048139608,2.4416667,0.00051610437,2.4416667,0.00054844887,2.4416667,0.00057848625,2.4416667,0.00060629265,2.4416667,0.00063196672,2.4416667,0.0006556366,2.4416667,0.00067747015,2.4416667,0.00069769182,2.4416667,0.00071656285,2.4416667,0.00073431705,2.4416667,0.00075111331,2.4416667,0.00076701026,2.4416667,0.00078211904,2.4416667,0.00079650322,2.4416667,0.00081020751
2.5,6.1618683e-06,2.5,3.0570918e-05,2.5,6.0544514e-05,2.5,0.00011869317,2.5,0.00017443519,2.5,0.00022775738,2.5,0.00027864763,2.5,0.00032710159,2.5,0.00037311771,2.5,0.00041669636,2.5,0.00045784375,2.5,0.00049657294,2.5,0.00053290673,2.5,0.00056687911,2.5,0.00059853824,2.5,0.0006279476,2.5,0.0006551905,2.5,0.00068037399,2.5,0.00070363644,2.5,0.00072516256,2.5,0.00074519278,2.5,0.00076397768,2.5,0.00078171482,2.5,0.00079849579,2.5,0.00081440827,2.5,0.000829562,2.5,0.00084401451

